432993	2.33333333
22850	2.66666667
186816	2.00000000
298452	3.00000000
386766	2.33333333
460390	3.66666667
439180	3.66666667
333156	3.00000000
12817	3.66666667
359838	2.33333333
467197	0.33333333
39606	1.66666667
440871	4.00000000
207205	3.66666667
334977	2.00000000
156292	1.33333333
505739	1.66666667
425100	3.66666667
313398	1.00000000
575367	2.00000000
452724	0.66666667
443299	1.66666667
317070	2.00000000
439774	2.33333333
492067	2.33333333
317028	1.66666667
460682	2.66666667
521142	0.00000000
276215	1.33333333
506458	2.00000000
534121	2.33333333
172911	0.00000000
143346	2.66666667
105052	2.66666667
320425	3.00000000
194306	1.66666667
430420	1.66666667
483348	0.33333333
526257	0.00000000
360318	0.00000000
16005	2.33333333
201148	1.66666667
425573	3.33333333
16931	2.33333333
292804	3.66666667
136572	2.33333333
69795	1.00000000
332407	3.00000000
72077	1.33333333
474402	2.66666667
134691	2.66666667
316503	4.00000000
355971	1.33333333
368088	2.33333333
333480	1.00000000
475667	2.66666667
243090	1.66666667
361147	3.33333333
74733	2.66666667
343954	1.33333333
322922	1.00000000
14450	1.66666667
228676	4.00000000
361472	2.00000000
102466	3.33333333
157789	3.00000000
356500	2.33333333
233553	3.00000000
41839	2.66666667
307292	3.66666667
436252	3.66666667
560623	1.66666667
475398	1.33333333
2295	1.00000000
362275	2.33333333
106331	3.33333333
522909	0.33333333
453860	3.66666667
199395	3.00000000
276434	3.00000000
502852	3.66666667
190595	3.66666667
337506	0.00000000
576820	2.00000000
223648	0.66666667
156772	1.33333333
77980	3.33333333
476406	1.33333333
256094	2.00000000
147725	4.00000000
156685	1.66666667
34904	1.33333333
545385	1.00000000
175653	2.00000000
227736	0.66666667
34115	1.66666667
129431	1.33333333
544444	4.00000000
477924	2.00000000
229553	3.33333333
249506	2.66666667
105751	3.33333333
527906	1.00000000
24207	2.66666667
230008	1.66666667
313055	0.00000000
370175	0.00000000
386613	1.00000000
199404	3.33333333
554445	0.33333333
559884	2.33333333
539423	2.00000000
50309	2.66666667
153803	2.33333333
412807	4.00000000
478766	2.66666667
44112	3.33333333
545612	3.33333333
140021	0.33333333
547839	1.33333333
94306	3.33333333
474384	3.00000000
328462	1.33333333
186497	2.66666667
410924	1.00000000
286711	2.33333333
301817	0.33333333
504811	3.00000000
330750	3.00000000
54593	3.33333333
256192	0.00000000
424776	1.66666667
974	2.33333333
76962	2.33333333
521879	1.00000000
384213	3.00000000
580835	2.66666667
315474	2.66666667
296231	2.66666667
472109	1.66666667
314388	1.00000000
82846	1.33333333
580829	2.00000000
173117	0.00000000
417696	0.66666667
423005	3.66666667
371395	1.66666667
42	0.66666667
277521	2.33333333
69392	3.00000000
241503	3.33333333
318813	2.00000000
45627	3.33333333
15667	3.66666667
224664	3.33333333
333101	0.33333333
353001	3.00000000
195817	1.66666667
56248	0.00000000
478528	1.00000000
556608	2.66666667
282298	3.33333333
208871	1.33333333
458119	3.33333333
294053	0.33333333
395752	2.00000000
33753	2.00000000
56405	0.66666667
235864	0.66666667
220255	2.66666667
439781	3.33333333
222146	2.66666667
208283	0.33333333
424172	3.00000000
195275	2.33333333
560744	3.00000000
205720	2.33333333
22929	1.33333333
22118	3.33333333
528962	2.66666667
211756	3.00000000
358817	2.66666667
268000	3.66666667
474974	2.33333333
199257	2.66666667
83923	3.00000000
349776	3.00000000
581033	2.33333333
375915	3.33333333
17953	3.66666667
514147	2.66666667
550968	2.33333333
298722	3.00000000
144064	1.66666667
279994	1.33333333
55772	2.00000000
218996	1.00000000
14257	3.66666667
314613	2.00000000
380734	3.00000000
578977	3.33333333
308587	1.33333333
179487	3.00000000
141278	3.66666667
127842	3.33333333
256003	2.00000000
275657	3.00000000
386764	3.00000000
355905	2.66666667
289392	1.33333333
395621	2.00000000
413852	4.00000000
184386	3.33333333
257219	0.66666667
98434	0.00000000
396693	3.33333333
70351	0.00000000
447087	2.33333333
311961	0.00000000
516750	1.33333333
381262	0.33333333
540774	3.66666667
373119	2.33333333
174329	2.66666667
135281	2.00000000
396779	3.00000000
301908	1.33333333
347650	2.66666667
289128	3.00000000
62985	0.33333333
243213	2.00000000
504747	3.00000000
168580	3.00000000
152298	3.33333333
431891	2.66666667
269254	2.66666667
288955	1.33333333
393031	1.66666667
326174	2.33333333
202923	2.00000000
156282	2.33333333
111367	3.00000000
408049	3.33333333
286981	2.33333333
224554	4.00000000
419228	2.66666667
217323	3.33333333
299116	1.66666667
409052	3.66666667
368117	1.33333333
146042	0.33333333
441553	0.66666667
108392	3.66666667
504341	2.66666667
510955	3.00000000
30793	3.00000000
221155	2.33333333
193021	0.00000000
113905	0.33333333
211206	0.33333333
534444	3.66666667
152525	1.33333333
337055	4.00000000
379529	3.33333333
538976	1.00000000
464092	1.33333333
216710	1.33333333
468704	1.33333333
524064	3.66666667
59740	1.66666667
422200	0.00000000
26671	2.33333333
294831	3.33333333
180798	2.33333333
331727	2.66666667
208408	2.66666667
530317	2.66666667
69873	2.33333333
108853	3.00000000
502240	1.00000000
67532	1.66666667
299023	1.66666667
211054	0.00000000
576369	0.33333333
519359	2.66666667
161202	2.33333333
578093	2.66666667
321333	2.33333333
253755	3.33333333
429108	2.33333333
321437	1.33333333
17905	3.33333333
525568	1.00000000
217393	3.33333333
542077	2.66666667
196989	2.66666667
29577	1.66666667
484415	3.33333333
206783	1.66666667
285929	2.66666667
1700	3.33333333
173819	2.33333333
562582	4.00000000
462345	3.66666667
234057	2.33333333
436467	1.66666667
518255	3.66666667
185789	2.33333333
541202	0.66666667
119469	2.00000000
133470	1.00000000
34428	3.66666667
177811	1.33333333
192594	3.33333333
199449	2.66666667
492282	2.66666667
276195	3.00000000
165752	1.00000000
367843	3.00000000
311904	2.33333333
579759	1.66666667
482160	0.66666667
293026	1.66666667
550452	3.00000000
423618	2.00000000
136680	1.00000000
289754	3.33333333
293703	1.66666667
454296	3.33333333
282772	2.00000000
380143	1.33333333
51773	1.66666667
500019	3.00000000
411138	2.33333333
378657	3.00000000
513041	1.00000000
130171	2.33333333
416184	2.00000000
484312	3.00000000
273493	1.33333333
501491	3.33333333
103491	2.33333333
215456	1.33333333
278601	1.66666667
245242	1.33333333
157102	0.33333333
400317	2.00000000
74181	0.33333333
22759	2.66666667
211112	2.66666667
222559	2.00000000
573067	3.33333333
551987	3.00000000
162914	0.66666667
484303	2.33333333
527575	0.00000000
203003	2.66666667
422221	2.66666667
346140	0.00000000
366950	2.00000000
482690	2.33333333
472732	2.00000000
418563	1.00000000
454102	1.66666667
9156	3.00000000
321647	2.00000000
222908	2.33333333
46497	2.33333333
184324	2.66666667
532867	3.33333333
204930	3.33333333
398810	3.00000000
184902	3.33333333
223738	3.66666667
381032	4.00000000
545039	2.66666667
579548	3.00000000
410612	3.33333333
74209	2.00000000
524002	2.66666667
302375	3.66666667
167235	0.33333333
74369	2.66666667
358342	3.33333333
314251	2.66666667
265552	3.00000000
91300	2.00000000
300233	2.66666667
567329	0.00000000
497034	1.33333333
542634	2.33333333
152176	2.66666667
39914	2.33333333
33904	3.66666667
351017	3.66666667
6040	3.00000000
217082	1.33333333
461884	3.66666667
7593	3.33333333
31636	2.00000000
449114	2.00000000
550013	2.00000000
75932	2.00000000
465550	3.33333333
70020	3.66666667
270505	3.66666667
44524	3.00000000
165029	2.00000000
369373	3.66666667
501429	3.33333333
231758	2.33333333
60364	3.00000000
190015	3.00000000
90366	1.66666667
248051	3.00000000
155488	3.66666667
323356	0.00000000
531163	0.66666667
133380	3.00000000
84447	2.66666667
515755	2.66666667
449872	0.33333333
507921	1.00000000
278437	3.00000000
391400	0.66666667
249623	1.66666667
55010	3.66666667
351335	0.33333333
64710	0.33333333
51335	3.00000000
515347	2.66666667
410670	2.00000000
229267	0.00000000
503980	2.00000000
281102	1.00000000
43657	2.33333333
410002	3.00000000
64152	2.66666667
55223	2.33333333
328301	0.00000000
161185	0.66666667
348896	2.66666667
142189	2.33333333
150224	3.33333333
553420	2.33333333
254167	2.33333333
328452	3.00000000
237618	3.66666667
49893	1.66666667
294832	2.66666667
371176	1.33333333
103255	3.00000000
497067	3.00000000
62230	3.66666667
286662	0.00000000
94651	2.66666667
325157	2.33333333
110156	4.00000000
549012	2.00000000
564091	1.33333333
424208	2.00000000
581886	0.33333333
301467	3.00000000
203629	1.33333333
28293	2.66666667
553879	2.66666667
144798	2.66666667
258078	1.33333333
77963	1.66666667
134503	0.00000000
176799	1.33333333
376900	2.66666667
301102	1.00000000
360762	1.66666667
561491	2.66666667
516178	2.66666667
525646	2.33333333
353644	0.66666667
145751	2.33333333
97693	0.33333333
441147	1.66666667
1393	4.00000000
114745	0.33333333
498583	2.33333333
419344	3.33333333
167544	2.33333333
42190	2.33333333
317725	2.00000000
368218	3.33333333
122161	2.66666667
273784	0.33333333
438221	2.66666667
155736	2.66666667
378673	3.00000000
116678	2.33333333
45710	3.00000000
190033	1.66666667
229529	3.33333333
114303	3.33333333
244539	2.00000000
